course_id,provider,institution,title,subject,url,price,level,num_subscribers,num_lectures,num_reviews,rating,content_duration,language,published_timestamp
u-477634,udemy,udemy,Adobe Illustrator CC - Print Design for Beginners,Graphic Design,https://www.udemy.com/adobe-illustrator-cc-print-design/,50,Beginner Level,145,55,35,,6.0,,2016-03-08
u-913194,udemy,udemy,Adobe Illustrator | Master in 3D,Graphic Design,https://www.udemy.com/adobe-illustrator-master-in-3d/,25,All Levels,445,14,4,,0.5333333333333333,,2016-07-28
u-429866,udemy,udemy,From Drawing to Illustration,Graphic Design,https://www.udemy.com/from-drawing-to-illustration/,20,Beginner Level,237,32,25,,6.0,,2015-04-17
u-632702,udemy,udemy,Adobe Suite : Unleash your creativity & benefit from it !,Graphic Design,https://www.udemy.com/learn-to-animate-design-earn-up-to-100-per-hour/,200,All Levels,1005,46,4,,9.5,,2015-11-09
u-429366,udemy,udemy,Become a Logo Designer: Guide to Complimentary Logo Software,Graphic Design,https://www.udemy.com/become-a-logo-designer-guide-to-complimentary-logo-software/,35,All Levels,485,21,9,,2.5,,2015-03-19
u-433084,udemy,udemy,DIY Beautiful Social Graphics That Don't Require Photoshop,Graphic Design,https://www.udemy.com/diy-beautiful-social-graphics-that-dont-require-photoshop/,20,All Levels,238,22,9,,2.5,,2015-03-03
u-185092,udemy,udemy,Design while you learn InDesign CC,Graphic Design,https://www.udemy.com/design-while-you-learn-indesign-cc/,20,Beginner Level,1116,21,3,,2.5,,2014-04-07
u-395652,udemy,udemy,R Graph Essentials,Graphic Design,https://www.udemy.com/r-graph-essentials/,85,All Levels,105,41,4,,2.0,,2015-01-21
u-943724,udemy,udemy,Car Sketching with Simple Analog Tools,Graphic Design,https://www.udemy.com/car-sketching-with-markers/,40,All Levels,23,10,5,,0.6166666666666667,,2016-08-29
u-546124,udemy,udemy,Drawing Anime & Manga Style,Graphic Design,https://www.udemy.com/drawing-anime-and-manga-style/,25,All Levels,82,40,5,,8.0,,2015-07-10
u-876444,udemy,udemy,Inkscape 101 for Beginners - Design Vector Graphics,Graphic Design,https://www.udemy.com/inkscape-101-for-beginners-design-vector-graphics/,195,Beginner Level,13,26,5,,1.0,,2016-06-13
u-893978,udemy,udemy,"How to Fix Common Branding Mistakes, for Graphic Designers",Graphic Design,https://www.udemy.com/how-to-fix-common-branding-mistakes-for-graphic-designers/,35,Intermediate Level,19,9,2,,1.5,,2016-11-18
u-1249378,udemy,udemy,AutoCAD Course - Learn Online AutoCAD in Urdu Hindi,Graphic Design,https://www.udemy.com/autocad-course-in-urdu-hindi/,0,All Levels,105,22,2,,2.0,,2017-06-13
u-273256,udemy,udemy,Mind-Blowing Photoshop: Master Skills Season 1,Graphic Design,https://www.udemy.com/mind-blowing-photoshop-master-skills-season-1/,20,All Levels,94,69,3,,3.0,,2014-08-08
u-1240730,udemy,udemy,Architectural Drawing For Creatives,Graphic Design,https://www.udemy.com/architectural-drawing-for-website-and-logo-designers/,195,All Levels,5,156,0,,24.0,,2017-06-21
u-651014,udemy,udemy,Adobe Photoshop (Complete Beginner),Graphic Design,https://www.udemy.com/learn-adobe-photoshop-complete-beginner-to-a-fricken-master/,200,Beginner Level,98,33,3,,2.0,,2015-12-09
u-1236254,udemy,udemy,Character Design,Graphic Design,https://www.udemy.com/character-design/,75,Intermediate Level,5,24,0,,2.0,,2017-05-31
u-1201118,udemy,udemy,Icon Design Masterclass: Learn Icon Design Principles,Graphic Design,https://www.udemy.com/icon-design-masterclass-learn-icon-design-principles/,40,Beginner Level,6,15,0,,2.5,,2017-05-05
u-1227748,udemy,udemy,create stunning Photoshop compositions in minutes,Graphic Design,https://www.udemy.com/create-impressive-photoshop-compositions-in-minutes/,20,All Levels,5,29,0,,2.0,,2017-06-07
u-408118,udemy,udemy,Marvelous Logo Design,Graphic Design,https://www.udemy.com/marvelous-logo-design/,20,All Levels,91,13,5,,1.5,,2015-01-30
u-1258402,udemy,udemy,Canva Complete Course For Graphics Design | 20 Projects,Graphic Design,https://www.udemy.com/canva-course-graphics-design/,20,All Levels,3,27,3,,2.5,,2017-06-27
u-489114,udemy,udemy,The Complete Video Production Guide - Learn Top Video Tools,Graphic Design,https://www.udemy.com/video-production-guide-learn-top-video-tools-to-create-awesome-videos/,195,All Levels,121,77,9,,7.5,,2015-05-25
u-16689,udemy,udemy,Drawing With Confidence,Graphic Design,https://www.udemy.com/drawing-with-confidence/,25,All Levels,105,10,7,,2.0,,2012-05-04
u-1089062,udemy,udemy,Add realistic car paint to your pencil drawing in Photoshop!,Graphic Design,https://www.udemy.com/colorize-your-pencil-drawing-in-photoshop/,25,Beginner Level,17,8,3,,1.0,,2017-02-02
u-709160,udemy,udemy,T-Shirt Sales - Merch By Amazon Profit Formula With Canva,Graphic Design,https://www.udemy.com/merch-by-amazon-quick-start-t-shirt-sales-using-canva-design/,20,All Levels,380,26,1,,1.0,,2017-06-26
u-385662,udemy,udemy,Learn print production from start to finish,Graphic Design,https://www.udemy.com/print-production/,35,All Levels,494,16,6,,1.0,,2015-05-04
u-508570,udemy,udemy,Step by Step Gif animation in Photoshop,Graphic Design,https://www.udemy.com/step-by-step-gif-animation-in-photoshop/,20,All Levels,518,17,2,,1.0,,2015-06-08
u-934790,udemy,udemy,Adobe - Create a professional logo step-by-step (Farming),Graphic Design,https://www.udemy.com/adobe-create-a-professional-logo-step-by-step-farming/,20,All Levels,214,15,0,,1.0,,2016-08-18
u-1133716,udemy,udemy,Adobe Illustrator CC Advanced,Graphic Design,https://www.udemy.com/adobe-illustrator-advanced/,30,Beginner Level,11,27,1,,1.5,,2017-03-08
u-473474,udemy,udemy,Mastering Realistic Real Life Drawing with Pencil,Graphic Design,https://www.udemy.com/mastering-realistic-real-life-drawing-with-pencil/,20,Beginner Level,33,12,5,,0.65,,2015-04-20
u-1143032,udemy,udemy,Silhouettes that Sells,Graphic Design,https://www.udemy.com/silhouettes-that-sells/,25,Beginner Level,9,13,1,,1.0,,2017-03-23
u-121490,udemy,udemy,FullPage: The Complete Guide to Flat Websites,Graphic Design,https://www.udemy.com/easy-flat-design/,20,All Levels,817,13,14,,0.6333333333333333,,2013-11-18
u-339560,udemy,udemy,How to design professional PowerPoint business presentation,Graphic Design,https://www.udemy.com/how-to-design-professional-animated-powerpoint-presentation/,20,All Levels,286,7,7,,1.0,,2014-11-11
u-659340,udemy,udemy,Pic Monkey for Beginners - Graphic Design and Photo Editing,Graphic Design,https://www.udemy.com/pic-monkey-101/,20,Beginner Level,774,17,3,,3.0,,2015-11-08
u-835082,udemy,udemy,Corel Painter 2016,Graphic Design,https://www.udemy.com/corel-painter-2016/,40,All Levels,41,86,9,,8.0,,2016-05-11
u-335902,udemy,udemy,eBook Cover Design,Graphic Design,https://www.udemy.com/ebooks-cover-design/,20,Intermediate Level,30,14,3,,1.5,,2014-11-04
u-441106,udemy,udemy,"Photoshop tips and tricks, how to change clothes",Graphic Design,https://www.udemy.com/changing-clothes-with-photoshop/,20,All Levels,837,26,4,,2.0,,2015-03-16
u-624356,udemy,udemy,How to make Better Compositions: Take your art to new height,Graphic Design,https://www.udemy.com/better-compositions/,30,All Levels,11,8,3,,0.5333333333333333,,2016-08-04
u-456388,udemy,udemy,Adobe Photoshop CC | The Essential Guide,Graphic Design,https://www.udemy.com/adobe-photoshop-cc-the-essential-guide/,20,All Levels,254,81,5,,4.5,,2015-05-12
u-955242,udemy,udemy,Learn to Composite a 2D Action Shot in Photoshop,Graphic Design,https://www.udemy.com/3dmotive-learn-to-composite-a-2d-action-shot-in-photoshop/,20,Beginner Level,40,8,2,,1.5,,2016-09-10
u-496430,udemy,udemy,Infographic Design: How To Create Your Own Infographic,Graphic Design,https://www.udemy.com/infographic-design-how-to-create-your-own-infographic/,20,All Levels,84,13,8,,2.0,,2015-05-12
u-793246,udemy,udemy,Autodesk Inventor 2016 : Complete Guide,Graphic Design,https://www.udemy.com/learn-autodesk-inventor-2016/,20,Beginner Level,23,83,4,,7.5,,2016-03-22
u-547190,udemy,udemy,Amazing Graphic Design for Beginners,Graphic Design,https://www.udemy.com/amazing-graphic-design-for-beginners/,20,Beginner Level,32,5,10,,0.7,,2015-07-08
u-696630,udemy,udemy,"7 Ways A Beginner Guitarist Can Sound Better, Instantly!",Musical Instruments,https://www.udemy.com/nationalguitaracademy/,0,Beginner Level,4529,7,193,,0.6,,2015-12-21
u-643970,udemy,udemy,Instant Harmonica - Christmas. Play Jingle Bells Part 1 now,Musical Instruments,https://www.udemy.com/instant-harmonica-christmas-play-jingle-bells-part-1-now/,20,All Levels,823,10,11,,0.7,,2015-12-11
u-801486,udemy,udemy,Playing Piano:  Popular Pieces Vol. II,Musical Instruments,https://www.udemy.com/playing-piano-popular-pieces-volii/,150,Beginner Level,1472,24,4,,1.5,,2016-03-31
u-455054,udemy,udemy,Ninja Chord Changes - Master your guitar chord changes,Musical Instruments,https://www.udemy.com/ninja-chord-changes/,30,Beginner Level,1327,13,11,,1.5,,2015-03-29
u-1257976,udemy,udemy,Your First 10 Guitar Lessons - Learn how to play guitar,Musical Instruments,https://www.udemy.com/your-first-10-guitar-lessons-learn-how-to-play-guitar/,0,Beginner Level,924,18,4,,1.0,,2017-06-29
u-1253224,udemy,udemy,Pentatonic Scale Crash Course for Bass Guitar,Musical Instruments,https://www.udemy.com/pentatonic-scale-crash-course-for-bass-guitar/,0,Intermediate Level,898,24,6,,1.0,,2017-06-15
u-837722,udemy,udemy,Modal Theory for Guitar (Guitar Lessons from Lutz Academy),Musical Instruments,https://www.udemy.com/modal-theory-for-guitar/,50,All Levels,1039,9,29,,1.5,,2016-05-06
u-631416,udemy,udemy,Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas,Musical Instruments,https://www.udemy.com/learn-piano-christmas-song-play-dreamy-piano-music-white-christmas/,80,All Levels,1474,102,10,,2.0,,2015-10-20
u-149728,udemy,udemy,Learn Jazz Piano Today,Musical Instruments,https://www.udemy.com/learn-jazz-piano-with-willie-today/,50,All Levels,1167,44,66,,3.0,,2014-01-24
