course_id,rating,reviewers,date_reviews
systems-engineering,4.7317073170731705,82,2016-04-26
systems-thinking,4.513888888888889,144,2016-03-07
teach-online,4.786637931034483,928,2016-10-13
teachlanguageonline,4.544303797468355,79,2019-05-30
teamwork-skills-effective-communication,4.772954924874791,599,2017-07-31
technical-support-fundamentals,4.76748237245956,12055,2018-01-16
technology-of-music-production,4.851063829787234,235,2016-07-12
tensorflow-sequences-time-series-and-prediction,4.453815261044177,498,2019-07-31
terrorism,4.752508361204013,598,2015-08-07
the-business-of-product-management-one,4.6,5,2020-09-15
the-cycle,4.861111111111111,108,2017-01-08
the-science-of-well-being,4.929503597999756,8199,2018-03-29
theropods-birds,4.907407407407407,324,2016-01-30
transformation-global-food-system,4.830985915492958,71,2020-05-18
transmedia-storytelling,4.715976331360947,169,2016-10-28
tricky-american-english-pronunciation,4.740924092409241,606,2017-04-01
troubles-spectre-autisme-diagnostic,4.872340425531915,94,2020-01-03
troubleshooting-debugging-techniques,4.189944134078212,179,2020-01-21
trunk-anatomy,4.802631578947368,228,2018-02-28
truthinourbones-osteoarchaeology-archaeology,4.580645161290323,124,2016-10-08
typography,4.762962962962963,810,2016-03-14
understanding-arguments,4.5969125214408235,583,2016-08-08
understanding-financial-markets,4.703271028037383,856,2016-02-13
understanding-visualization-data,4.542207792207792,308,2018-12-31
uol-machine-learning-for-all,4.675814751286449,583,2019-12-09
upravleniya-proektami-agile-scrum,4.7272727272727275,44,2019-02-19
user-experience-design,4.4774774774774775,777,2016-07-26
uva-darden-agile-team-management,4.65625,192,2016-05-01
uva-darden-agile-testing,4.5,106,2016-07-02
uva-darden-bcg-pricing-strategy-cost-economics,4.810344827586207,116,2017-04-24
uva-darden-continous-delivery-devops,4.548523206751055,237,2018-11-03
uva-darden-design-thinking-innovation,4.667032364234778,1823,2015-10-27
uva-darden-design-thinking-social-sector,4.583333333333333,84,2017-12-06
uva-darden-digital-product-management,4.727395411605938,741,2017-05-01
uva-darden-financial-accounting,4.837772397094431,413,2017-04-21
uva-darden-foundations-business-strategy,4.795154185022026,454,2015-09-29
uva-darden-getting-started-agile,4.750390015600624,641,2016-02-21
uva-darden-managerial-accounting,4.87012987012987,77,2018-03-29
uva-darden-market-analytics,4.660468319559229,1452,2015-11-11
uva-darden-project-management,4.764134275618375,1132,2015-11-04
ux-design-fundamentals,4.767068273092369,249,2018-11-14
ux-ui-design-de-interface,4.341269841269841,126,2018-04-04
verb-passives,4.736363636363636,330,2016-10-06
version-control-with-git,4.747323340471092,467,2018-02-02
visual-elements-user-interface-design,4.6,760,2018-09-29
vital-signs,4.826943005181347,965,2016-03-02
vlsi-cad-logic,4.723684210526316,76,2017-07-16
web-development,4.65335463258786,626,2016-09-28
weight-management-beyond-balancing-calories,4.73936170212766,188,2019-03-19
wharton-accounting,4.755240027045301,1479,2015-11-04
wharton-communication-skills,4.7,360,2017-04-15
wharton-contagious-viral-marketing,4.7544128933231,1303,2015-11-29
wharton-cryptocurrency-blockchain-introduction-digital-currency,4.484615384615385,130,2019-06-16
wharton-customer-analytics,4.451518119490696,2042,2015-09-18
wharton-entrepreneurship-opportunity,4.77906976744186,688,2016-02-10
wharton-finance,4.437118437118437,819,2015-11-09
wharton-financial-accounting,4.810526315789474,95,2016-02-13
wharton-fintech-overview-payments-regulations,4.57037037037037,270,2019-06-05
wharton-introduction-spreadsheets-models,3.6188811188811187,572,2016-03-12
wharton-launching-startup,4.778761061946903,226,2016-03-17
wharton-marketing,4.746014877789586,1882,2015-11-05
wharton-operations,4.297008547008547,468,2015-12-02
wharton-operations-analytics,4.660240963855422,830,2015-11-02
wharton-people-analytics,4.511758118701008,893,2015-12-09
wharton-quantitative-modeling,4.537007874015748,1270,2016-02-09
wharton-success,4.902985074626866,268,2016-09-11
what-is-a-proof,4.246458923512748,353,2017-09-18
what-is-compliance,4.798319327731092,119,2019-04-10
what-is-datascience,4.622820062187373,7397,2018-03-28
what-is-social,4.5860517435320585,889,2015-09-17
wind-energy,4.717252396166134,1252,2016-03-03
wine,4.490384615384615,104,2017-01-18
womens-health-human-rights,4.884297520661157,242,2017-07-12
write-a-feature-length-screenplay-for-film-or-television,4.625,32,2020-04-15
write-your-first-novel,3.85,20,2020-03-02
writing-editing-words,4.742857142857143,105,2020-05-25
writing-for-business,4.818742293464858,811,2016-08-07
